gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,1.2051336009250397,1,2,0,0,2,2,2,2,2,2,0,0,0.6548962949019775,1.3052780721353427,0
1,0,1,1,1.4088534073065913,1,2,1,0,2,2,2,2,2,2,1,0,1.5424161328695678,2.2818118639386555,0
1,0,0,0,-1.076528230548336,1,0,0,0,0,0,0,0,0,0,0,2,-0.6664113290385358,-0.8885668696971817,1
0,0,1,1,1.5310852911355222,1,2,0,2,0,0,2,2,2,2,1,0,0.525258565760644,1.4832391457071683,0
0,1,0,0,-0.506112772679992,1,0,1,0,0,0,0,2,0,0,0,0,0.5285826100976015,-0.2954000903538702,0
0,0,0,0,-1.1172721918246462,1,2,1,0,0,0,0,0,0,0,0,2,0.35905634891278065,-0.8412945795585616,0
0,0,1,1,-0.3431369275747509,0,1,0,2,2,2,0,2,2,1,0,2,-0.2392716317395271,-0.3977608269641658,0
0,0,1,0,-0.8728084241667845,1,0,0,0,0,0,0,0,0,0,1,2,-0.6896796393972369,-0.7946184369368694,1
1,0,1,0,1.6125732136881425,1,2,1,0,2,2,2,2,2,2,1,1,1.5224718668478239,2.5078180114673407,0
0,0,1,1,1.368109446030281,1,0,0,2,2,0,2,0,0,2,1,1,-0.21932736571778344,0.6880225172006093,0
0,0,1,1,0.512486259227765,1,0,0,2,0,2,2,2,2,2,1,3,0.5385547431084732,0.6013824114070804,0
0,0,1,1,1.4903413298592119,1,0,2,1,1,1,1,1,1,2,0,0,-1.499084435446331,-0.40796157336493305,0
1,1,1,0,-0.7098325790615434,1,2,1,0,0,0,0,0,2,0,1,0,0.6914607826085073,-0.4412133570869143,1
0,0,0,0,-0.18016108246950976,1,0,0,0,0,2,0,2,0,0,1,0,-0.17445276716886055,-0.2719074622793761,0
0,0,0,0,1.5310852911355222,1,2,1,2,2,2,2,2,2,1,0,1,1.6870120615272086,2.5635909236065997,1
0,0,0,0,0.1457906077409725,1,0,0,2,2,2,2,0,2,1,1,3,0.3573943267443021,0.1928226464724579,0
1,1,0,0,-0.6690886177852331,1,2,1,0,0,0,0,2,0,0,1,2,0.72470122597808,-0.39634773655367,1
0,0,0,0,-0.5876006952326126,1,2,1,0,0,0,0,2,0,0,1,2,0.6781646052606785,-0.33099230506823535,1
0,0,1,0,0.06430268518835193,1,2,1,0,0,0,0,2,2,0,1,2,1.0920081252118583,0.45790957566642027,1
1,0,1,1,0.3902543753988342,0,1,0,0,2,2,0,0,2,1,1,1,-0.6547771738591854,-0.17175467943548034,0
1,0,0,0,0.6347181430566958,1,2,0,2,0,0,2,0,2,1,1,0,0.20448828724426804,0.4956655850718572,0
1,0,1,0,0.5939741817803856,1,2,1,0,2,2,2,2,2,0,1,2,1.4875694013097727,1.2654686657271539,1
0,0,1,1,0.2680224915699033,1,2,1,0,2,2,2,0,0,1,1,2,0.8227605339183194,0.5340177419942218,1
0,0,1,1,-0.8728084241667845,1,0,2,1,1,1,1,1,1,2,0,1,-1.4591959034028439,-0.9066941701193242,0
1,0,0,0,-1.0357842692720256,1,0,2,1,1,1,1,1,1,0,1,3,-1.4907743246039378,-0.9465477356028409,0
0,0,0,0,-1.1987601143772668,1,2,2,1,1,1,1,1,1,0,0,3,-1.336206262935425,-0.9756264867063265,0
1,0,0,0,-0.9950403079957154,1,0,0,2,0,2,0,0,2,0,1,2,0.0632164029235842,-0.7725830583481992,0
1,0,0,1,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,1,3,-1.5073945462887242,-0.9996269441470927,1
1,0,1,1,-0.01718523736426863,1,0,1,2,2,2,0,0,2,1,0,3,0.9972728616085759,0.33139382485171043,0
1,0,1,1,1.1236456783724194,1,0,0,2,2,2,2,0,0,1,1,0,0.034962026059447156,0.7365091819107493,0
0,0,1,0,-0.9135523854430948,1,0,2,1,1,1,1,1,1,0,1,0,-1.4907743246039378,-0.9201185290190351,0
0,0,1,0,1.5718292524118322,1,2,2,1,1,1,1,1,1,2,1,0,-1.3345442407669466,-0.2353658274454591,0
0,0,1,1,-1.1580161531009565,1,0,2,1,1,1,1,1,1,0,0,3,-1.477478147256109,-0.9722703969813988,1
0,1,0,0,-1.2802480369298874,1,0,1,0,0,0,0,0,0,0,1,2,0.1479795335159944,-0.9776357246337504,1
0,0,1,1,0.4309983366751445,0,1,0,2,2,0,2,2,0,1,1,0,-0.45034844713631356,-0.035060261757667535,0
1,0,1,0,1.082901717096109,1,2,1,0,0,2,0,2,2,1,1,0,1.1535029454455674,1.58414263283164,1
0,0,1,0,-0.38388088885106114,1,0,0,0,0,2,2,0,0,0,0,2,-0.3506271170275956,-0.457221021893313,0
0,0,1,0,1.6125732136881425,1,0,2,1,1,1,1,1,1,2,0,0,-1.509056568457203,-0.3914019201169344,0
1,0,1,0,-0.42462485012737144,1,0,0,2,0,0,2,0,0,1,1,1,-0.2841462302884502,-0.4617473271144326,0
0,0,0,0,-1.2802480369298874,0,1,0,0,0,0,0,0,0,0,1,3,-1.3179240190821602,-0.9971098768533968,0
1,0,0,0,1.4903413298592119,1,2,2,1,1,1,1,1,1,2,0,0,-1.3578125511256471,-0.27846508496558364,0
1,0,0,0,0.7162060656093164,0,1,0,2,0,0,2,0,0,1,1,3,-0.9772094745440403,-0.22660025099285186,0
0,1,0,0,-1.2802480369298874,0,1,0,0,0,0,0,0,0,0,1,2,-1.3162619969136813,-0.9970877973157329,1
1,0,0,0,-1.2395040756535771,1,0,0,0,0,0,0,0,0,0,1,3,-0.6581012181961428,-0.9684727165031912,1
0,0,1,0,-0.7098325790615434,1,0,1,0,2,0,0,0,0,0,0,0,0.35074623807038746,-0.5091079354037088,0
1,0,0,0,-0.05792919864057891,1,0,2,1,1,1,1,1,1,2,0,0,-1.4758161250876303,-0.7289538919241387,0
1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,-1.4841262359300234,-0.9993178306197966,1
1,0,1,0,1.368109446030281,1,2,1,0,2,2,0,2,2,0,1,1,1.3363253839782172,2.0520080359317614,1
1,0,0,1,-1.1987601143772668,1,0,0,0,0,0,0,2,0,0,1,1,-0.33566891751128775,-0.9357508416851459,1
0,0,0,0,-0.9950403079957154,1,0,2,1,1,1,1,1,1,2,0,3,-1.4891123024354593,-0.9375613637735937,0
1,0,1,1,1.2866215234776603,1,0,0,2,0,2,0,2,2,1,1,1,0.27429321832037046,1.0563092054360992,0
0,0,1,0,-0.18016108246950976,1,0,2,1,1,1,1,1,1,0,0,3,-1.472492080750673,-0.7547427919156886,0
0,0,1,0,1.0014137945434884,1,2,1,0,0,2,0,2,2,1,1,1,1.1950534996575333,1.5277294141001245,0
0,0,1,1,-0.7505765403378537,1,2,1,0,0,2,0,0,2,0,1,2,0.7463075141683023,-0.46881277916691205,1
1,0,0,0,-0.5468567339563023,1,0,2,1,1,1,1,1,1,2,1,3,-1.4907743246039378,-0.8408309092676176,0
1,0,1,0,-0.9135523854430948,1,0,1,0,0,0,0,2,0,0,1,2,0.503652277570422,-0.6551640770510568,1
0,0,1,0,0.7569500268856267,0,1,0,0,2,0,0,2,2,0,1,2,-0.5035331565276299,0.10995814161947264,0
0,0,1,0,1.4088534073065913,1,2,0,2,2,2,0,0,0,2,0,3,0.028313937385533002,0.9341431235411972,0
1,0,1,1,-0.8728084241667845,1,0,2,1,1,1,1,1,1,0,1,2,-1.4741541029191516,-0.9088800443480601,0
1,0,1,1,1.6125732136881425,0,1,0,2,0,2,2,2,2,2,0,0,-0.1279161464514586,0.9296609773954058,0
1,0,1,1,1.368109446030281,1,0,2,1,1,1,1,1,1,1,1,2,-1.477478147256109,-0.4151153435680685,0
0,0,0,0,-0.5876006952326126,1,2,1,0,0,0,2,2,0,0,1,2,0.7828720018748321,-0.3059541093572614,1
0,0,0,0,-0.9542963467194051,1,0,2,1,1,1,1,1,1,0,1,2,-1.5057325241202457,-0.9292373780742664,0
0,0,0,0,-0.9542963467194051,1,2,1,0,0,0,0,0,0,0,1,1,0.34576017156495187,-0.7093472624785083,0
1,0,1,0,0.6347181430566958,1,2,1,2,2,2,0,2,2,0,1,0,1.5507262437119609,1.354118009448107,0
1,0,0,0,-0.9135523854430948,1,0,1,0,0,0,0,0,0,0,0,3,0.17789593254861,-0.6984399708724932,0
0,0,0,0,-0.9542963467194051,1,2,1,0,0,0,0,2,2,0,1,2,0.9956108394400973,-0.6316493694388987,1
0,1,0,0,-0.791320501614164,1,2,1,0,0,0,0,2,2,0,1,2,1.005582972450969,-0.46256427000800054,1
1,0,0,0,-1.1580161531009565,1,2,1,0,2,0,0,0,0,0,0,2,0.45379161251606304,-0.8696447059191352,1
1,0,0,0,-1.1580161531009565,1,0,1,0,0,0,0,0,0,0,1,2,0.17955795471708852,-0.8842172007773741,1
0,0,1,0,1.6125732136881425,1,2,0,2,2,2,2,2,2,2,0,0,0.9041996201737725,1.9168812654280925,0
0,0,1,1,0.7569500268856267,1,0,0,2,2,2,2,2,2,2,0,1,0.6881367382715502,0.9173405953788946,0
1,0,1,0,1.082901717096109,0,1,0,0,2,0,0,0,2,0,1,0,-0.7894009695059548,0.0612948406080205,1
1,0,1,0,-0.9135523854430948,1,2,1,0,0,0,0,2,0,0,1,2,0.6914607826085073,-0.6302141994907389,1
1,1,1,0,1.1643896396487294,1,2,1,0,2,0,0,0,0,0,1,2,0.5767812529834819,1.2046616190005033,0
1,0,0,0,0.8791819107145575,1,0,1,2,0,2,2,0,0,1,0,2,0.6515722505650204,1.0043781328503756,0
0,0,0,0,0.02355872391204165,1,2,0,2,2,0,0,0,0,0,1,3,-0.1295781686199374,-0.12075094743164451,0
0,0,0,0,-0.22090504374582004,1,0,2,1,1,1,1,1,1,2,1,0,-1.4808021915930663,-0.7667761399425677,0
0,1,0,0,-1.2802480369298874,1,0,1,0,0,0,0,2,0,0,1,2,0.4787219450432425,-0.9732418966386148,1
1,0,0,0,-0.38388088885106114,1,0,1,0,2,0,0,2,2,0,0,3,1.0138930832933621,-0.039851521430755106,0
1,0,0,1,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,-1.494098368940895,-0.9994503078457807,0
1,0,1,1,0.512486259227765,1,0,0,2,2,2,2,2,2,2,1,3,0.6499102283965414,0.667952217464035,0
0,0,1,1,0.2680224915699033,1,0,2,1,1,1,1,1,1,2,1,0,-1.494098368940895,-0.6663584026467039,0
1,0,0,0,-1.1172721918246462,1,0,0,0,0,2,0,2,2,1,1,3,0.1729098660431739,-0.8548072566089284,1
1,0,1,1,1.6125732136881425,1,2,0,2,2,2,2,2,0,2,0,0,0.5817673194889176,1.6084742833373658,0
0,0,1,1,1.0421577558197987,1,2,0,0,2,0,0,2,0,0,1,0,0.06654044726054129,0.7026833302095041,0
0,0,0,0,1.5310852911355222,0,1,0,2,2,2,2,0,0,2,1,0,-0.6713973955439717,0.37043044744165926,0
1,0,1,1,1.1643896396487294,1,0,1,0,2,0,2,2,2,1,1,0,1.1186004799075162,1.6437353049867711,0
1,0,0,0,-1.2395040756535771,1,0,1,0,0,0,0,0,0,0,0,3,0.19617817640187488,-0.945774951784601,0
0,0,1,1,0.5532302205040753,1,2,2,1,1,1,1,1,1,1,0,3,-1.3245721077560746,-0.5014021767589734,0
0,0,0,0,-1.2802480369298874,1,2,0,0,0,0,0,0,0,0,1,0,-0.4935610235167579,-0.9861584261720538,1
0,0,1,0,-0.42462485012737144,1,0,1,0,0,0,0,0,0,0,1,2,0.1479795335159944,-0.33545237167636294,1
0,0,0,0,0.6347181430566958,1,0,1,2,0,2,2,2,2,2,1,1,1.2532242755542855,1.1644106218390344,0
1,0,0,0,1.2866215234776603,1,2,0,0,2,2,2,2,2,2,0,1,0.7230392038096014,1.437843616269988,0
1,0,1,1,1.6125732136881425,1,2,2,1,1,1,1,1,1,2,0,0,-1.346178395946297,-0.23560870235976317,0
0,0,1,1,-0.8320644628904743,1,0,0,0,0,2,0,2,0,0,1,1,-0.2143412992123476,-0.6990140388517572,0
0,1,1,0,0.06430268518835193,1,2,1,0,2,2,0,0,2,0,1,2,0.978990617755311,0.4068616845872563,1
0,0,1,1,1.6125732136881425,1,0,0,2,2,2,0,0,2,2,0,1,0.13135931183120808,1.1776583444374333,0
1,0,1,0,-0.13941712119319946,1,2,1,0,2,2,0,0,0,0,1,2,0.6981088712824219,0.0905502280128181,0
1,0,1,1,0.02355872391204165,1,0,2,1,1,1,1,1,1,1,0,1,-1.485788258098502,-0.7153087376477878,0
0,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,-1.477478147256109,-0.9992295124691407,0
0,0,1,1,1.2051336009250397,1,2,1,0,2,2,2,2,2,1,1,2,1.5291199555217385,2.0253359544336518,0
1,0,1,0,0.3495104141225239,1,2,0,0,0,2,0,2,2,1,1,2,0.2726311961518919,0.31346524026854394,1
0,0,0,0,1.2866215234776603,1,2,1,0,0,2,0,2,2,1,1,1,1.1717851892988325,1.8193780271038769,1
0,0,0,0,-1.1580161531009565,1,0,1,0,0,2,0,0,2,0,1,1,0.6000495633421824,-0.8618727086614079,0
0,0,0,0,-0.3431369275747509,1,2,1,2,0,0,2,0,0,0,1,2,0.6499102283965414,-0.11425956335842902,0
0,0,1,1,-0.7505765403378537,1,0,2,1,1,1,1,1,1,1,0,3,-1.504070501951767,-0.8873524951256618,0
1,0,0,1,-1.1987601143772668,1,0,2,1,1,1,1,1,1,0,0,3,-1.4907743246039378,-0.9824711433821659,0
0,1,0,0,-1.1580161531009565,1,0,1,0,2,2,0,2,2,0,1,1,1.1634750784564392,-0.8319328555890263,1
0,0,0,1,-0.5876006952326126,0,1,0,0,0,0,0,0,2,0,1,2,-0.9905056518918693,-0.7300137097320106,1
1,0,0,0,-0.9950403079957154,1,0,0,0,0,0,0,2,2,0,1,2,0.048258203407276413,-0.7741727850600071,0
0,0,0,0,0.10504664646466222,1,2,2,1,1,1,1,1,1,2,0,0,-1.3794188393158697,-0.6480986249985774,0
0,0,0,0,-1.2802480369298874,1,2,1,0,0,0,0,0,0,0,0,2,0.3723525262606099,-0.9746549870491107,1
1,0,0,1,1.368109446030281,1,2,2,1,1,1,1,1,1,2,1,1,-1.3129379525767242,-0.2690812814583844,0
1,0,0,1,-0.9950403079957154,0,1,0,2,0,0,2,0,2,2,1,3,-0.6730594177124505,-0.8508329398294088,0
0,0,1,0,1.5718292524118322,1,2,1,2,0,2,0,2,2,1,1,1,1.3064089849456015,2.255625532269153,0
0,0,1,1,0.4309983366751445,1,2,1,0,0,2,0,0,2,0,1,0,0.9224818640270374,0.7491607569922203,0
0,1,0,0,-1.2395040756535771,1,2,1,0,0,0,0,2,2,0,1,2,0.9656944404074818,-0.9253292999077388,1
1,1,0,0,-0.13941712119319946,1,0,1,0,2,2,0,2,2,0,1,0,1.2183218100162343,0.2909661913889299,0
0,0,1,0,-0.7098325790615434,1,0,1,0,0,2,0,2,0,0,1,2,0.6482482062280629,-0.4498243767758736,1
1,0,1,1,1.3273654847539706,1,2,1,2,2,2,2,0,0,2,0,1,0.9889627507661827,1.70569048767195,0
1,0,0,0,0.10504664646466222,1,2,1,0,0,2,2,2,0,0,0,2,1.0205411719672768,0.4678012085398913,0
1,0,0,0,1.2866215234776603,1,0,1,2,2,0,0,2,2,1,1,1,1.1800953001412255,1.8264434791563562,0
0,0,1,1,1.0421577558197987,0,1,0,0,0,2,2,2,2,2,1,1,-0.30907656281562973,0.41326475050981576,0
0,1,0,0,-0.5876006952326126,1,0,0,0,2,0,0,0,0,0,1,1,-0.4968850678537152,-0.6119765013802763,0
1,0,1,1,1.4088534073065913,1,2,1,0,2,0,0,0,2,0,1,0,0.8227605339183194,1.641262396768403,0
1,0,1,1,1.24587756220135,1,0,2,1,1,1,1,1,1,2,1,3,-1.5173666792995961,-0.4754587200037756,0
0,0,1,0,1.1236456783724194,1,2,1,0,2,0,0,2,2,0,1,2,1.1634750784564392,1.6350359671471557,0
1,1,0,0,-0.9542963467194051,1,2,1,0,0,0,0,0,2,0,1,1,0.6515722505650204,-0.6727835481069274,1
0,0,1,1,1.5310852911355222,1,2,1,2,2,2,2,2,2,2,1,1,1.603910953103277,2.486312541782606,0
1,0,1,0,-0.7098325790615434,1,2,1,0,0,2,0,2,2,0,1,2,1.2066876548368837,-0.3385435069493227,1
0,0,0,1,0.6347181430566958,1,0,2,1,1,1,1,1,1,1,0,3,-1.4907743246039378,-0.5853485789574946,0
1,0,1,0,-0.8320644628904743,1,0,0,0,0,2,2,2,2,0,1,2,0.31085770602690066,-0.6152884320298759,0
1,1,1,0,1.5718292524118322,1,2,1,2,2,2,2,0,0,1,1,2,0.9041996201737725,1.876254916126336,0
1,1,0,0,0.4717422979514547,1,0,1,0,0,2,0,0,0,0,0,2,0.3008855730160285,0.4266891094095267,0
1,0,0,0,-1.2802480369298874,1,2,0,0,0,0,0,0,0,0,1,2,-0.4769408018319716,-0.9859376307954139,1
1,0,1,1,0.512486259227765,1,2,2,1,1,1,1,1,1,2,0,3,-1.3411923294408608,-0.5223556580021077,0
0,0,0,0,-0.38388088885106114,1,2,2,1,1,1,1,1,1,1,0,1,-1.3295581742615106,-0.7563325186274965,0
0,0,1,0,0.4309983366751445,1,2,0,0,0,0,2,2,0,1,1,0,0.0017215826898744927,0.2231820107604554,0
1,0,0,0,0.10504664646466222,1,0,2,1,1,1,1,1,1,0,0,0,-1.4641819699082799,-0.6875105997288141,0
1,0,1,0,-0.9542963467194051,1,0,0,2,2,0,2,2,0,0,1,3,0.1380074005051227,-0.7341867423505063,0
1,0,0,0,-0.8320644628904743,1,2,1,0,0,0,2,2,2,0,1,3,1.1684611449618754,-0.4785719348143992,1
0,1,1,0,1.3273654847539706,1,2,1,2,2,2,0,2,2,0,1,1,1.4825833348043371,2.131935962275435,0
0,0,0,0,-1.2395040756535771,1,2,1,0,0,2,0,2,0,0,1,2,0.8842553541520292,-0.9274930945988105,1
1,0,0,0,-0.22090504374582004,1,2,0,0,0,0,0,0,0,0,0,3,-0.525139444717852,-0.42399131770899573,0
0,0,0,0,0.3087664528462136,1,0,0,0,0,2,0,0,0,1,1,3,-0.4835888905058862,-0.12061847020566054,0
0,1,0,0,-1.1172721918246462,1,0,1,0,0,2,0,0,0,0,1,1,0.3573943267443021,-0.8414049772468816,1
1,0,1,1,-0.9950403079957154,1,0,2,1,1,1,1,1,1,1,0,1,-1.4924363467724167,-0.9379146363762177,0
0,1,1,0,1.0421577558197987,1,2,1,0,2,0,0,2,2,1,1,0,1.0969941917172938,1.496663504606879,0
0,0,1,1,0.797693988161937,1,0,1,2,0,2,0,2,2,1,0,2,1.1800953001412255,1.2949448485085915,0
1,0,1,0,-1.1987601143772668,1,0,0,0,0,2,2,0,0,0,1,3,-0.29910442980475804,-0.934293592199322,0
1,0,0,1,0.3495104141225239,1,0,1,2,2,2,2,2,2,2,1,2,1.5407541107010891,1.0041794170113996,0
1,0,0,0,-0.506112772679992,1,2,1,0,0,0,2,2,2,0,1,3,1.1219245242444733,-0.13784050958357913,0
1,0,0,1,-1.2802480369298874,1,2,0,0,0,0,0,0,0,0,1,2,-0.49023697917980086,-0.9861142670967257,0
1,0,0,1,-1.1580161531009565,1,2,1,0,0,0,2,0,0,0,0,1,0.5319066544345585,-0.8654937528383035,1
1,0,0,0,-0.38388088885106114,1,0,2,1,1,1,1,1,1,0,0,2,-1.4608579255713225,-0.7964510385629813,0
0,1,0,0,-1.076528230548336,1,0,2,1,1,1,1,1,1,0,0,0,-1.5057325241202457,-0.9565497661646322,0
1,0,1,1,-0.9950403079957154,1,0,2,1,1,1,1,1,1,0,1,3,-1.5107185906256815,-0.9408291353478655,0
1,0,0,0,-0.5876006952326126,1,2,0,2,0,2,0,2,0,0,0,3,0.15628964435838757,-0.4557858519451531,0
1,1,0,0,0.797693988161937,0,1,0,2,0,0,0,2,2,0,1,1,-0.5317875333917667,0.11236481122484836,0
1,0,0,0,-0.05792919864057891,1,0,1,0,2,0,0,2,2,0,1,2,0.9873007285977041,0.28542422743526624,0
1,0,1,1,-0.13941712119319946,1,0,2,1,1,1,1,1,1,0,1,3,-1.4675060142452372,-0.7437692616966816,0
0,0,1,0,0.1457906077409725,1,2,1,2,2,2,2,0,2,2,1,1,1.3712278495162684,0.6776892935738582,0
0,0,1,0,-0.6690886177852331,1,2,1,0,2,0,0,2,2,0,1,2,1.1701231671303538,-0.3016706790504457,1
1,0,1,0,0.3902543753988342,1,2,1,0,0,2,2,2,2,1,1,2,1.4460188470978068,1.0004038160708555,0
1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,2,-1.4708300585821945,-0.9991411943184846,1
0,0,0,0,1.1236456783724194,1,0,1,0,2,2,0,2,2,2,1,2,1.1584890119510036,1.6320552295625161,0
1,0,0,0,-1.1172721918246462,1,2,1,0,2,2,0,0,0,0,1,2,0.6814886495976356,-0.8209151662946912,1
1,0,1,0,-0.42462485012737144,1,2,1,2,0,0,2,2,0,0,0,1,1.033837349315106,-0.07654771302832006,0
1,0,1,0,0.1457906077409725,1,0,2,1,1,1,1,1,1,1,0,3,-1.4891123024354593,-0.6902705419368139,0
0,0,0,0,-1.1580161531009565,1,0,1,0,0,0,0,0,0,0,0,2,0.18620604339100316,-0.8841288826267181,1
1,0,0,0,-0.9542963467194051,1,0,0,2,0,0,2,0,2,0,0,3,0.005045627026832042,-0.750084009468585,0
1,0,1,1,-1.2802480369298874,1,0,1,0,2,0,0,0,0,0,0,1,0.325815905543208,-0.9752732141037026,0
1,0,1,1,-0.8320644628904743,1,0,0,2,0,0,0,0,0,0,1,2,-0.5184913560439374,-0.7475007035618972,0
0,0,0,0,-0.38388088885106114,1,2,0,0,0,0,2,2,2,1,1,3,0.2975615286790714,-0.2591675690472492,0
1,0,0,0,1.2051336009250397,1,2,1,2,2,0,0,0,2,1,1,0,0.9141717531846443,1.518831360421533,0
1,0,0,0,0.18653456901728277,1,2,1,0,0,0,2,2,2,0,0,0,1.1302346350868666,0.606063273391848,1
0,0,0,0,-0.9950403079957154,1,0,2,1,1,1,1,1,1,0,0,3,-1.5157046571311175,-0.9389523746464257,0
1,0,1,0,-0.05792919864057891,1,2,1,0,0,2,0,2,0,0,0,1,0.7928441348857043,0.20534174432794483,0
1,0,1,1,-0.791320501614164,1,2,1,0,0,0,0,0,0,0,1,1,0.3191678168692938,-0.5811093077260069,1
0,0,0,0,-0.3431369275747509,1,2,1,0,0,2,0,2,2,0,1,2,1.128572612918388,0.03835420097512646,1
1,0,1,1,0.512486259227765,1,2,1,0,2,2,0,0,2,0,1,0,1.0354993714835847,0.8984625906761761,0
0,1,1,0,1.4903413298592119,1,2,1,0,2,0,2,2,2,2,0,1,1.3496215613260465,2.203297028005477,0
1,0,0,0,-1.2395040756535771,1,0,2,1,1,1,1,1,1,0,0,3,-1.4808021915930663,-0.9919653445776851,0
1,0,1,1,1.1643896396487294,1,2,1,2,2,0,0,2,2,1,1,2,1.3695658273477898,1.8471099264098583,1
1,0,0,0,0.3495104141225239,1,2,1,0,2,2,0,2,2,0,1,2,1.3263532509673455,0.8874007423065129,1
0,0,0,0,0.4717422979514547,0,1,0,0,0,2,0,2,2,1,1,2,-0.5234774225493735,-0.05517472056956997,0
1,0,0,0,0.2680224915699033,0,1,0,0,0,2,2,0,0,1,0,3,-0.9722234080386045,-0.39597238441338206,0
1,0,1,1,1.6125732136881425,0,1,0,2,2,2,2,2,2,2,1,1,0.010031693532267658,1.0616082944754586,0
0,1,0,0,-0.791320501614164,1,0,1,0,0,2,0,2,2,0,1,2,1.0654157705161997,-0.45223104638124945,0
0,0,1,1,0.7569500268856267,1,0,0,2,2,0,2,0,2,1,1,1,0.16459975520078074,0.5626328228067635,0
0,1,1,0,1.5718292524118322,1,0,1,0,2,2,0,2,2,2,1,2,1.143530812434696,2.101996109203054,0
1,1,0,0,-0.42462485012737144,1,2,1,0,0,0,0,2,2,0,1,2,1.0604297040107642,-0.06877571577059274,1
0,0,0,0,-1.2395040756535771,1,0,0,0,2,0,2,0,0,0,1,1,-0.3240347623319375,-0.9595967423622639,1
0,0,0,0,0.9606698332671781,1,2,1,0,2,2,0,2,2,1,1,2,1.3961581820434479,1.63285009291842,0
1,0,0,0,-1.2802480369298874,1,0,0,2,0,0,0,0,0,0,0,3,-0.45034844713631356,-0.9855843581927898,0
0,0,1,1,-0.38388088885106114,1,0,0,2,2,0,2,0,0,1,1,3,-0.23428556523409125,-0.4216729662542759,0
0,1,1,0,1.368109446030281,1,2,0,0,2,2,0,2,0,1,1,0,0.20116424290731047,1.056706637114051,0
0,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,-1.504070501951767,-0.9995827850717646,0
1,1,0,0,-0.5468567339563023,1,2,1,0,2,0,0,2,0,0,1,2,0.7778859353693965,-0.2681980999518245,1
1,0,0,0,-0.8728084241667845,1,0,1,2,0,2,0,0,0,0,1,0,0.4886940780541142,-0.6220447705550595,0
0,0,1,1,-0.9950403079957154,1,0,2,1,1,1,1,1,1,1,1,3,-1.4974224132778524,-0.9384445452801536,1
0,0,1,1,0.797693988161937,1,2,1,2,2,2,0,0,2,0,0,0,1.1086283468966447,1.2455750022918917,0
1,0,0,0,-1.1987601143772668,1,0,2,1,1,1,1,1,1,0,1,2,-1.4808021915930663,-0.9810801325093342,0
0,0,1,1,0.7569500268856267,1,0,1,2,2,0,0,0,0,0,1,0,0.47705992287476395,0.7743314299291782,0
1,1,0,0,-0.7098325790615434,1,2,1,0,0,0,0,0,0,0,0,2,0.36071837108125965,-0.5071207770139489,1
1,1,1,0,1.2866215234776603,1,2,1,0,2,2,0,0,2,0,1,2,0.978990617755311,1.655459539486354,0
0,0,0,0,0.18653456901728277,0,1,0,0,0,2,0,0,2,0,1,1,-0.8176553463700914,-0.3513937978697696,0
1,0,0,0,-0.791320501614164,1,0,2,1,1,1,1,1,1,2,0,3,-1.4907743246039378,-0.8936893224352294,0
1,0,1,0,0.6754621043330061,1,2,0,2,0,0,0,0,0,1,1,2,-0.3140626293210656,0.18944447720986612,0
0,1,0,0,0.512486259227765,1,2,1,0,0,2,0,2,2,1,1,0,1.2415901203749353,1.021666410841286,0
0,0,0,0,-0.5876006952326126,1,0,1,0,0,0,0,0,0,0,1,2,0.20947435374970363,-0.4430680382506902,0
1,1,0,0,-1.2802480369298874,1,2,1,0,0,0,0,0,0,0,1,2,0.32913994988016554,-0.9752290550283746,1
1,0,1,0,1.4495973685829016,0,1,0,2,0,2,0,2,2,2,1,0,-0.3556131835330314,0.6163081788679432,0
1,0,0,0,0.8791819107145575,1,0,2,1,1,1,1,1,1,2,0,1,-1.5007464576148097,-0.5396439359930183,0
0,1,1,1,-0.38388088885106114,1,0,1,0,2,2,0,0,2,0,1,0,0.7861960462117896,-0.10986573536329346,0
1,0,0,0,-0.6283446565089229,1,0,1,0,0,2,0,0,0,0,1,2,0.3939588144508323,-0.4328010532369309,1
1,0,1,0,1.5718292524118322,1,2,0,2,2,2,2,0,2,2,0,1,0.5186104770867298,1.512560771724958,0
0,0,1,1,1.4088534073065913,1,0,2,1,1,1,1,1,1,2,1,0,-1.5140426349626388,-0.43867421025555453,0
0,0,1,1,-0.7505765403378537,1,2,1,0,0,0,0,2,0,0,1,2,0.6648684279128493,-0.48395934200441476,0
0,1,0,0,-1.2802480369298874,0,1,0,0,0,0,0,0,0,0,1,3,-1.296317730891938,-0.9968228428637648,1
0,0,0,1,1.24587756220135,1,0,2,1,1,1,1,1,1,2,0,1,-1.5057325241202457,-0.4657216438939523,0
